congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,House,21729,65,4,NV,100,,,"KIHUEN, Ruben Jesus",K000390,1980,,-0.397,0.226,-98.52466,0.90019,937,40,,-0.397,0.226
115,House,21743,65,3,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.284,0.289,-176.88178,0.82422,915,82,,-0.244,0.213
115,House,20731,4,1,NH,100,,,"SHEA-PORTER, Carol",S001170,1952,,-0.315,-0.131,-99.52711,0.89476,895,38,,-0.302,-0.213
115,House,21340,4,2,NH,100,,,"KUSTER, Ann McLane",K000382,1956,,-0.257,-0.117,-112.47432,0.88504,921,52,,-0.236,-0.153
115,House,14863,12,4,NJ,200,,,"SMITH, Christopher Henry",S000522,1953,,0.167,-0.167,-215.09975,0.79776,952,69,,0.231,-0.202
115,House,15454,12,6,NJ,100,,,"PALLONE, Frank, Jr.",P000034,1951,,-0.404,-0.168,-94.4266,0.90604,957,58,,-0.633,0.09
115,House,20542,12,8,NJ,100,,,"SIRES, Albio",S001165,1951,,-0.404,0.096,-87.89197,0.90945,926,27,,-0.434,0.21
115,House,20929,12,7,NJ,200,,,"LANCE, Leonard",L000567,1952,,0.329,-0.237,-223.3813,0.79163,956,125,,0.262,-0.194
115,House,21536,12,1,NJ,100,,,"NORCROSS, Donald",N000188,1958,,-0.427,0.328,-101.22056,0.89791,940,42,,-0.472,0.485
115,House,21537,12,3,NJ,200,,,"MacARTHUR, Thomas Charles",M001193,1960,,0.206,0.274,-131.27432,0.87068,948,76,,0.204,0.291
115,House,21538,12,12,NJ,100,,,"WATSON COLEMAN, Bonnie",W000822,1945,,-0.618,-0.157,-67.78006,0.93065,943,21,,-0.721,0.099
115,House,21723,12,5,NJ,100,,,"GOTTHEIMER, Josh S.",G000583,1975,,-0.148,0.235,-219.90434,0.79336,950,97,,-0.135,0.123
115,House,29539,12,2,NJ,200,,,"LoBIONDO, Frank A.",L000554,1946,,0.211,-0.224,-221.30431,0.79219,950,107,,0.2,-0.07
115,House,29541,12,11,NJ,200,,,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.292,-0.262,-163.62492,0.84024,940,59,,0.34,0.01
115,House,29741,12,9,NJ,100,,,"PASCRELL, William J., Jr.",P000096,1937,,-0.367,-0.006,-92.62196,0.90521,930,41,,-0.374,-0.138
115,House,31103,12,10,NJ,100,,,"PAYNE, Donald, Jr.",P000604,1958,,-0.518,-0.107,-62.67064,0.93103,877,20,,-0.563,0.108
115,House,20337,66,2,NM,200,,,"PEARCE, Stevan",P000588,1947,,0.472,0.064,-131.691,0.86374,899,76,,0.475,0.077
115,House,20932,66,3,NM,100,,,"LUJÁN, Ben Ray",L000570,1972,,-0.368,0.017,-106.09458,0.89465,953,45,,-0.347,-0.15
115,House,21341,66,1,NM,100,,,"LUJAN GRISHAM, Michelle",L000580,1959,,-0.313,0.047,-125.69163,0.86952,899,67,,-0.267,-0.198
115,House,15444,13,25,NY,100,,,"SLAUGHTER, Louise McIntosh",S000480,1929,2018.0,-0.465,-0.104,-44.86097,0.92749,596,11,,-0.517,0.082
115,House,15603,13,16,NY,100,,,"ENGEL, Eliot Lance",E000179,1947,,-0.408,-0.093,-98.19514,0.89845,917,50,,-0.408,-0.199
115,House,15612,13,17,NY,100,,,"LOWEY, Nita M.",L000480,1937,,-0.389,-0.152,-78.09141,0.92085,947,30,,-0.409,-0.103
115,House,20519,13,26,NY,100,,,"HIGGINS, Brian",H001038,1959,,-0.348,-0.031,-98.58651,0.89952,931,41,,-0.37,-0.028
115,House,20733,13,9,NY,100,,,"CLARKE, Yvette Diane",C001067,1964,,-0.613,-0.221,-64.25334,0.93433,946,26,,-0.66,-0.051
115,House,20934,13,20,NY,100,,,"TONKO, Paul",T000469,1949,,-0.421,-0.262,-54.37994,0.94199,910,20,,-0.436,-0.19
115,House,21101,13,23,NY,200,,,"REED, Thomas W. II",R000585,1971,,0.27,0.117,-124.26625,0.87629,941,73,,0.243,0.23
115,House,21342,13,6,NY,100,,,"MENG, Grace",M001188,1975,,-0.376,-0.202,-80.81413,0.91787,943,27,,-0.385,-0.247
115,House,21343,13,8,NY,100,,,"JEFFRIES, Hakeem",J000294,1970,,-0.489,-0.089,-78.61028,0.91785,917,43,,-0.492,-0.106
115,House,21344,13,18,NY,100,,,"MALONEY, Sean Patrick",M001185,1966,,-0.238,0.115,-129.96181,0.86932,928,58,,-0.293,0.246
115,House,21345,13,27,NY,200,,,"COLLINS, Chris",C001092,1950,,0.357,0.236,-69.77038,0.92704,921,16,,0.355,0.323
115,House,21539,13,1,NY,200,,,"ZELDIN, Lee M",Z000017,1980,,0.397,-0.141,-141.55708,0.85937,934,73,,0.415,-0.168
115,House,21540,13,4,NY,100,,,"RICE, Kathleen Maura",R000602,1965,,-0.286,0.038,-115.0878,0.88289,924,54,,-0.31,0.127
115,House,21541,13,21,NY,200,,,"STEFANIK, Elise M",S001196,1984,,0.249,-0.025,-144.73182,0.85937,955,59,,0.242,-0.08
115,House,21542,13,24,NY,200,,,"KATKO, John",K000386,1962,,0.193,-0.005,-163.75948,0.83855,930,76,,0.227,-0.009
115,House,21560,13,11,NY,200,,,"DONOVAN, Daniel M., Jr.",D000625,1956,,0.227,0.095,-139.79283,0.86168,939,51,,0.24,0.04
115,House,21715,13,13,NY,100,,,"ESPAILLAT, Adriano J.",E000297,1954,,-0.615,-0.213,-67.52961,0.93152,952,24,,-0.623,-0.046
115,House,21716,13,19,NY,200,,,"FASO, John J.",F000464,1952,,0.234,-0.008,-160.99512,0.84471,954,78,,0.234,-0.008
115,House,21747,13,3,NY,100,,,"SUOZZI, Thomas",S001201,1962,,-0.216,0.081,-187.92343,0.81722,931,81,,-0.2,0.057
115,House,21749,13,22,NY,200,,,"TENNEY, Claudia",T000478,1961,,0.387,0.194,-104.4377,0.8961,952,62,,0.275,0.508
115,House,21761,13,25,NY,100,,,"MORELLE, Joseph D.",M001206,1957,,-0.358,0.133,-1.22031,0.96756,37,0,,-0.568,0.317
115,House,29134,13,15,NY,100,,,"SERRANO, José E.",S000248,1943,,-0.491,-0.377,-78.54173,0.92105,955,42,,-0.549,-0.216
115,House,29375,13,2,NY,200,,,"KING, Peter T.",K000210,1944,,0.259,-0.03,-133.57467,0.86513,922,49,,0.239,0.033
115,House,29377,13,10,NY,100,,,"NADLER, Jerrold Lewis",N000002,1947,,-0.508,-0.499,-57.91096,0.94013,938,23,,-0.497,-0.561
115,House,29378,13,7,NY,100,,,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.342,-72.84309,0.92536,939,47,,-0.597,-0.134
115,House,29379,13,12,NY,100,,,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.282,-89.09245,0.90827,926,45,,-0.419,-0.19
115,House,29776,13,5,NY,100,,,"MEEKS, Gregory W.",M001137,1953,,-0.414,-0.073,-118.51323,0.87889,918,55,,-0.339,-0.082
115,House,29925,13,14,NY,100,,,"CROWLEY, Joseph",C001038,1962,,-0.412,-0.07,-69.85749,0.92443,889,29,,-0.509,0.022
115,House,15438,47,4,NC,100,,,"PRICE, David Eugene",P000523,1940,,-0.343,-0.031,-74.65627,0.92381,942,28,,-0.439,-0.001
115,House,20340,47,1,NC,100,,,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.183,-84.10911,0.91272,921,46,,-0.383,-0.143
115,House,20521,47,5,NC,200,,,"FOXX, Virginia Ann",F000450,1943,,0.627,0.139,-134.27712,0.86922,958,77,,0.537,0.07
115,House,20522,47,10,NC,200,,,"McHENRY, Patrick T.",M001156,1975,,0.542,0.09,-78.43926,0.92018,943,21,,0.469,0.103
115,House,21346,47,8,NC,200,,,"HUDSON, Richard",H001067,1971,,0.557,0.11,-86.09467,0.90829,895,58,,0.7,0.188
115,House,21347,47,9,NC,200,,,"PITTENGER, Robert",P000606,1948,,0.561,0.333,-68.88374,0.92687,907,47,,0.592,0.465
115,House,21348,47,11,NC,200,,,"MEADOWS, Mark",M001187,1959,,0.605,-0.201,-97.20759,0.90045,927,30,,0.618,-0.258
115,House,21349,47,2,NC,200,,,"HOLDING, George E.B.",H001065,1968,,0.604,0.165,-81.39174,0.91764,947,56,,0.626,0.262
115,House,21543,47,6,NC,200,,,"WALKER, Bradley Mark",W000819,1969,,0.641,0.017,-76.21416,0.92188,937,27,,0.607,-0.078
115,House,21544,47,7,NC,200,,,"ROUZER, David",R000603,1972,,0.569,0.161,-80.11075,0.91921,951,55,,0.609,0.382
115,House,21545,47,12,NC,100,,,"ADAMS, Alma",A000370,1946,,-0.466,0.03,-58.45609,0.93958,938,24,,-0.465,0.028
115,House,21708,47,13,NC,200,,,"BUDD, Theodore Paul",B001305,1971,,0.667,-0.123,-75.1372,0.92426,954,27,,0.709,-0.103
115,House,29546,47,3,NC,200,,,"JONES, Walter Beaman, Jr.",J000255,1943,2019.0,0.244,-0.362,-854.17148,0.34654,806,380,,0.293,-0.956
115,House,21350,36,1,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.401,0.35,-66.54027,0.92904,904,20,,0.43,0.301
115,House,15029,24,9,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.35,0.108,-136.58703,0.86516,943,71,,-0.362,-0.042
115,House,20130,24,12,OH,200,,,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026,-60.26094,0.89253,530,24,,0.269,0.552
115,House,20342,24,10,OH,200,,,"TURNER, Michael R.",T000463,1960,,0.276,0.215,-98.91716,0.90002,939,59,,0.242,0.465
115,House,20343,24,13,OH,100,,,"RYAN, Timothy J.",R000577,1973,,-0.402,0.21,-94.16935,0.90076,901,34,,-0.414,0.238
115,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964,,0.717,-0.206,-129.259,0.87089,935,76,,1.0,-0.03
115,House,20755,24,5,OH,200,,,"LATTA, Robert E.",L000566,1956,,0.515,0.266,-67.20206,0.93226,958,33,,0.558,0.282
115,House,20941,24,11,OH,100,,,"FUDGE, Marcia L.",F000455,1952,,-0.581,0.14,-71.00655,0.92611,925,24,,-0.613,0.46
115,House,21162,24,6,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.426,0.274,-88.84394,0.91054,948,62,,0.375,0.404
115,House,21163,24,15,OH,200,,,"STIVERS, Steve",S001187,1965,,0.3,0.269,-84.8995,0.9096,896,54,,0.262,0.491
115,House,21164,24,16,OH,200,,,"RENACCI, Jim",R000586,1958,,0.387,0.143,-107.22367,0.88455,874,62,,0.423,0.174
115,House,21165,24,7,OH,200,,,"GIBBS, Bob",G000563,1954,,0.479,0.294,-72.05649,0.92703,951,37,,0.54,0.334
115,House,21351,24,2,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.542,0.206,-79.8167,0.91909,946,36,,0.585,0.167
115,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.433,0.056,-85.97099,0.9089,900,44,,-0.404,0.085
115,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957,,0.263,0.267,-108.92754,0.89069,941,57,,0.23,0.389
115,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.677,-0.356,-111.54348,0.88911,949,42,,0.88,-0.193
115,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.422,0.362,-1.36748,0.97709,59,0,,0.306,0.53
115,House,29550,24,1,OH,200,,,"CHABOT, Steve",C000266,1953,,0.559,-0.176,-65.9581,0.93333,956,19,,0.645,0.004
115,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949,,0.331,0.366,-105.65475,0.89369,940,28,,0.285,0.396
115,House,21354,53,1,OK,200,,,"BRIDENSTINE, Jim",B001283,1975,,0.689,-0.157,-29.48709,0.93417,433,6,,0.623,-0.253
115,House,21355,53,2,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.522,0.269,-76.96589,0.92194,947,22,,0.562,0.291
115,House,21546,53,5,OK,200,,,"RUSSELL, Steve",R000604,1963,,0.473,-0.183,-151.96706,0.84835,924,45,,0.51,-0.348
115,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961,,0.681,-0.013,-8.04833,0.80451,37,4,,0.418,-0.176
115,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.365,0.418,-70.09913,0.92908,953,19,,0.388,0.372
115,House,15410,72,4,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.428,0.001,-133.18868,0.86549,922,46,,-0.41,0.019
115,House,20944,72,5,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.185,0.057,-281.79586,0.73641,921,130,,-0.231,0.285
115,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.394,-0.403,-76.57472,0.92279,953,35,,-0.392,-0.496
115,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.664,-81.66179,0.91471,916,34,,-0.388,-0.763
115,House,29932,72,2,OR,200,,,"WALDEN, Greg",W000791,1957,,0.333,-0.011,-90.99339,0.90894,953,33,,0.285,0.263
115,House,20134,14,9,PA,200,,,"SHUSTER, William (Bill)",S001154,1961,,0.374,0.323,-74.6645,0.91619,853,29,,0.317,0.276
115,House,20346,14,18,PA,200,,,"MURPHY, Timothy",M001151,1952,,0.258,0.198,-46.30004,0.90675,473,20,,0.263,0.346
115,House,20526,14,15,PA,200,,,"DENT, Charles W.",D000604,1960,,0.244,-0.085,-107.19941,0.85949,708,30,,0.271,-0.001
115,House,20946,14,5,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.318,0.39,-89.32883,0.91035,951,63,,0.285,0.654
115,House,21167,14,3,PA,200,,,"KELLY, Mike",K000376,1948,,0.362,0.422,-80.0083,0.91857,942,28,,0.336,0.344
115,House,21168,14,7,PA,200,,,"MEEHAN, Patrick",M001181,1955,,0.22,0.076,-115.51634,0.84747,698,58,,0.217,0.135
115,House,21170,14,10,PA,200,,,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,-76.19301,0.91848,896,28,,0.33,0.331
115,House,21171,14,11,PA,200,,,"BARLETTA, Lou",B001269,1956,,0.278,0.393,-72.16152,0.91978,863,21,,0.298,0.355
115,House,21356,14,4,PA,200,,,"PERRY, Scott",P000605,1962,,0.652,-0.396,-147.48278,0.8555,945,82,,0.771,-0.442
115,House,21357,14,12,PA,200,,,"ROTHFUS, Keith",R000598,1962,,0.498,0.044,-92.02045,0.90805,954,36,,0.493,-0.098
115,House,21358,14,17,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.361,-0.033,-115.41423,0.88594,953,57,,-0.297,-0.123
115,House,21547,14,6,PA,200,,,"COSTELLO, Ryan",C001106,1976,,0.217,-0.055,-174.81377,0.82643,917,92,,0.227,-0.059
115,House,21548,14,13,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.4,0.131,-103.11892,0.89242,906,34,,-0.429,0.32
115,House,21566,14,2,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.462,-0.1,-89.52231,0.91007,950,49,,-0.456,-0.072
115,House,21718,14,8,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.164,-0.172,-245.81489,0.77285,954,112,,0.215,-0.277
115,House,21745,14,16,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.429,0.259,-88.74299,0.91117,954,33,,0.397,0.321
115,House,21756,14,18,PA,100,,,"LAMB, Conor",L000588,1984,,-0.135,0.209,-72.40153,0.76093,265,41,,-0.09,0.021
115,House,21762,14,7,PA,100,,,"SCANLON, Mary Gay",S001205,1959,,-0.471,0.01,-3.42136,0.91168,37,2,,-0.231,-0.474
115,House,21763,14,15,PA,100,,,"WILD, Susan",W000826,1957,,-0.31,0.489,-2.07632,0.93313,30,0,,-0.603,0.542
115,House,29561,14,14,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.331,0.104,-109.14074,0.89093,945,38,,-0.465,0.212
115,House,29777,14,1,PA,100,,,"BRADY, Robert A.",B001227,1945,,-0.484,0.225,-83.90752,0.91355,928,24,,-0.53,0.441
115,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.375,0.112,-81.08496,0.91786,946,29,,-0.411,0.17
115,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.388,-0.268,-68.14264,0.93071,949,24,,-0.376,-0.434
115,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.534,0.121,-68.75585,0.93011,949,19,,0.509,0.393
115,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.719,-0.132,-83.6161,0.9123,911,35,,0.747,-0.196
115,House,21175,48,4,SC,200,,,"GOWDY, Trey",G000566,1964,,0.655,-0.002,-58.51558,0.93732,904,17,,0.548,0.257
115,House,21176,48,5,SC,200,,,"MULVANEY, Mick",M001182,1967,,0.75,-0.592,-0.09233,0.9817,5,0,,0.349,0.625
115,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.585,-0.251,-104.3916,0.89328,925,41,,0.558,-0.161
115,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.823,-0.294,-81.12462,0.88738,679,29,,0.693,-0.246
115,House,29565,48,1,SC,200,,,"SANFORD, Mark",S000051,1960,,0.686,-0.728,-259.14003,0.75359,916,133,,0.633,-0.774
115,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.464,0.254,-67.99836,0.92564,880,27,,-0.5,0.101
115,House,21177,37,1,SD,200,,,"NOEM, Kristi",N000184,1971,,0.398,0.326,-85.73389,0.90395,849,35,,0.469,0.154
115,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.164,-0.032,-242.71599,0.77495,952,91,,-0.162,-0.088
115,House,15455,54,2,TN,200,,,"DUNCAN, John J., Jr.",D000533,1947,,0.604,-0.476,-270.66716,0.75095,945,93,,1.0,-0.03
115,House,20351,54,7,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.626,0.156,-58.15603,0.93225,829,31,,0.643,0.2
115,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.398,-0.351,-115.2764,0.88573,950,55,,-0.402,-0.175
115,House,20947,54,1,TN,200,,,"ROE, David P. (Phil)",R000582,1945,,0.486,0.024,-76.82579,0.9227,955,30,,0.486,0.081
115,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.456,0.308,-71.79888,0.92779,958,24,,0.393,0.352
115,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.582,-0.087,-71.62743,0.92587,930,26,,0.637,-0.068
115,House,21180,54,6,TN,200,,,"BLACK, Diane",B001273,1951,,0.58,0.219,-43.95387,0.94078,720,13,,0.572,0.082
115,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.529,0.334,-75.56458,0.92244,936,19,,0.541,0.041
115,House,15085,49,6,TX,200,,,"BARTON, Joe Linus",B000213,1949,,0.528,0.047,-98.12992,0.89976,929,38,,0.541,-0.129
115,House,15445,49,21,TX,200,,,"SMITH, Lamar Seeligson",S000583,1947,,0.425,0.061,-68.77216,0.92596,894,19,,0.491,0.116
115,House,20139,49,7,TX,200,,,"CULBERSON, John",C001048,1956,,0.503,0.366,-80.52851,0.91815,943,22,,0.473,0.129
115,House,20352,49,5,TX,200,,,"HENSARLING, Jeb",H001036,1957,,0.703,0.04,-68.08408,0.93035,943,16,,0.645,0.062
115,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.572,-0.201,-114.33365,0.88524,938,64,,0.576,-0.087
115,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.476,0.599,-70.47021,0.92703,930,19,,0.433,0.443
115,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.638,-0.379,-189.09181,0.80859,890,79,,0.991,-0.136
115,House,20528,49,2,TX,200,,,"POE, Ted",P000592,1948,,0.594,-0.029,-141.43323,0.85398,896,76,,0.594,-0.17
115,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.438,0.3,-100.07216,0.89891,939,44,,-0.484,0.203
115,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.427,0.099,-70.70664,0.92761,941,17,,0.482,0.284
115,House,20531,49,11,TX,200,,,"CONAWAY, K. Michael",C001062,1948,,0.593,0.367,-87.56717,0.91247,956,61,,0.557,0.423
115,House,20532,49,24,TX,200,,,"MARCHANT, Kenny",M001158,1951,,0.6,0.154,-78.74,0.91711,910,37,,0.591,0.161
115,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.228,0.615,-239.6057,0.77728,951,123,,-0.225,0.63
115,House,20948,49,22,TX,200,,,"OLSON, Pete",O000168,1962,,0.548,0.308,-55.6016,0.94239,937,10,,0.558,0.227
115,House,21182,49,17,TX,200,,,"FLORES, Bill",F000461,1954,,0.572,0.293,-75.14654,0.92333,942,54,,0.582,0.537
115,House,21184,49,27,TX,200,,,"FARENTHOLD, Blake",F000460,1961,,0.548,0.016,-55.95071,0.92135,683,24,,0.636,0.005
115,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.728,-0.031,-104.11453,0.89505,939,63,,0.641,0.136
115,House,21361,49,16,TX,100,,,"O'ROURKE, Beto",O000170,1972,,-0.304,-0.331,-111.02625,0.88781,933,47,,-0.245,-0.337
115,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.401,-0.032,-94.90973,0.90473,948,58,,-0.389,-0.258
115,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.585,0.124,-80.98265,0.91812,948,27,,0.599,-0.025
115,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.401,0.284,-122.85474,0.87869,950,49,,-0.4,0.354
115,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963,,-0.311,0.407,-197.06155,0.80831,926,86,,-0.343,0.435
115,House,21549,49,4,TX,200,,,"RATCLIFFE, John",R000601,1965,,0.693,0.113,-77.59737,0.91895,918,53,,0.76,0.237
115,House,21550,49,23,TX,200,,,"HURD, William Ballard",H001073,1977,,0.287,0.228,-108.35097,0.89178,946,63,,0.309,0.297
115,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.706,0.074,-81.9537,0.91676,943,50,,0.643,0.276
115,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.65,-0.08,-63.92018,0.93412,938,20,,0.549,0.118
115,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.379,0.663,-201.8197,0.80623,937,88,,-0.363,0.642
115,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.67,-0.268,-19.61414,0.84921,120,9,,0.652,-0.027
115,House,29143,49,3,TX,200,,,"JOHNSON, Sam",J000174,1930,2020.0,0.61,0.277,-53.72498,0.9371,827,13,,0.67,0.114
115,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.314,-81.32609,0.91712,940,30,,-0.419,-0.434
115,House,29572,49,13,TX,200,,,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.525,0.313,-67.44371,0.93133,948,25,,0.451,0.373
115,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.125,-93.85169,0.90411,931,33,,-0.567,0.41
115,House,29759,49,32,TX,200,,,"SESSIONS, Pete",S000250,1955,,0.591,0.147,-63.45896,0.93545,951,18,,0.522,0.169
115,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.522,0.229,-65.90214,0.93087,920,20,,0.479,0.277
115,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.399,0.238,-66.46559,0.92904,903,13,,0.431,0.35
115,House,39304,49,29,TX,100,,,"GREEN, Raymond Eugene (Gene)",G000410,1947,,-0.324,0.453,-168.01147,0.83275,918,66,,-0.388,0.592
115,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.201,-82.18332,0.91113,883,38,,-0.477,0.18
115,House,20357,67,1,UT,200,,,"BISHOP, Robert (Rob)",B001250,1951,,0.537,0.105,-82.4525,0.91525,931,29,,0.509,0.057
115,House,20949,67,3,UT,200,,,"CHAFFETZ, Jason",C001076,1967,,0.647,-0.278,-10.59311,0.95867,251,5,,0.417,0.366
115,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.517,0.145,-73.34379,0.92471,937,24,,0.534,0.077
115,House,21552,67,4,UT,200,,,"LOVE, Ludmya Bourdeau (Mia)",L000584,1975,,0.542,-0.056,-102.70961,0.89501,926,39,,0.481,-0.025
115,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.5,0.034,-39.11356,0.91247,427,12,,0.55,-0.024
115,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.408,-0.355,-76.01154,0.92224,939,27,,-0.393,-0.585
115,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.445,-0.006,-115.90955,0.88457,945,58,,0.588,-0.099
115,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.02,-103.64405,0.89674,951,50,,-0.359,0.131
115,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.539,-0.411,-180.8186,0.82518,941,66,,0.606,-0.501
115,House,21553,40,7,VA,200,,,"BRAT, David A.",B001290,1964,,0.829,-0.325,-88.74694,0.91009,942,29,,0.811,-0.341
115,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.386,-0.048,-124.31858,0.8727,913,45,,-0.411,0.15
115,House,21555,40,10,VA,200,,,"COMSTOCK, Barbara J.",C001105,1959,,0.276,0.389,-103.10577,0.89376,918,36,,0.293,0.213
115,House,21721,40,5,VA,200,,,"GARRETT, Thomas Alexander Jr.",G000580,1972,,0.931,-0.365,-127.34334,0.85933,840,69,,0.991,-0.136
115,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,,-0.378,-0.048,-82.22634,0.91459,921,44,,-0.393,-0.136
115,House,21748,40,2,VA,200,,,"TAYLOR, Scott William",T000477,1979,,0.456,0.021,-96.73847,0.89936,912,36,,0.456,0.021
115,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,0.017,-117.08267,0.88428,952,69,,-0.383,-0.248
115,House,39308,40,6,VA,200,,,"GOODLATTE, Robert William",G000289,1952,,0.496,-0.002,-83.84175,0.91544,949,22,,0.585,-0.035
115,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.189,-93.91324,0.90385,929,46,,-0.345,-0.001
115,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.424,0.125,-72.32201,0.92721,957,24,,0.469,0.113
115,House,20536,73,8,WA,200,,,"REICHERT, David G.",R000578,1950,,0.224,-0.146,-162.32542,0.83905,925,66,,0.257,-0.023
115,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.349,-0.166,-147.60033,0.85596,949,82,,0.353,-0.01
115,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.31,-0.012,-91.36453,0.90886,956,43,,-0.342,0.134
